,Term,Count
1892,Intraoperative Complications,23045
1893,Acetylglucosaminidase,156
1894,Prospective Studies,187711
1895,Pancreas,882285
1896,Uterus,605231
1897,NADPH Oxidases,235
1898,Puberty,434224
1899,Antirheumatic Agents,797
1900,Tandem Mass Spectrometry,102746
1901,Glutamic Acid,121043
1902,Ventricular Premature Complexes,1993
1903,Blood Chemical Analysis,193
1904,"Oncology Service, Hospital",29
1905,Graft Survival,96046
1906,"Urinary Incontinence, Stress",89
1907,Body Height,44003
1908,Primary Health Care,151926
1909,Neuromuscular Nondepolarizing Agents,6
1910,"Suicide, Attempted",458
1911,Spermatic Cord Torsion,675
1912,Syndrome,6806051
1913,Leukocyte L1 Antigen Complex,9
1914,Iatrogenic Disease,1230
1915,Lymphatic Irradiation,223
1916,Hyperglycemia,431008
1917,Surge Capacity,7665
1918,Down Syndrome,40330
1919,Saphenous Vein,69915
1920,Eosinophils,329202
1921,Injections,1379859
1922,Light,61922628
1923,Urinary Bladder,134414
1924,Tidal Volume,89508
1925,Growth,28822997
1926,Perioperative Care,15182
1927,Mexico,6317423
1928,beta Catenin,2172
1929,Chi-Square Distribution,10453
1930,Hepatitis C,86677
1931,Outcome Assessment (Health Care),24
1932,Cresols,3096
1933,Lumbar Vertebrae,31419
1934,Fibronectins,2331
1935,"Aged, 80 and over",92
1936,Autistic Disorder,13195
1937,Head Movements,38610
1938,Marital Status,351862
1939,Centers for Medicare and Medicaid Services (U.S.),0
1940,Cell Enlargement,4471
1941,Disease Management,103914
1942,"Drug Therapy, Combination",26
1943,Intraocular Pressure,158613
1944,Mice,21902483
1945,"Disruptive, Impulse Control, and Conduct Disorders",31
1946,Astrocytes,855098
1947,Alismataceae,719
1948,Scotland,3277706
1949,Periodicals as Topic,31
1950,"Carcinoma, Ductal, Breast",19
1951,Tonsillectomy,53218
1952,Chronic Periodontitis,39151
1953,Neutrophil Infiltration,45539
1954,Argentina,1557851
1955,Dyslexia,165741
1956,Gingival Crevicular Fluid,12886
1957,Focus Groups,268585
1958,Skin,16636949
1959,Cardiac Catheterization,68359
1960,Plant Proteins,17276
1961,"Education, Nursing, Continuing",4
1962,Cerebral Angiography,13769
1963,Impetigo,17635
1964,Bronchoscopy,128437
1965,Cerebral Infarction,87661
1966,APACHE,619064
1967,Communication Barriers,7649
1968,Achilles Tendon,8013
1969,National Institutes of Health (U.S.),36
1970,Vasodilation,173167
1971,Labor Presentation,29
1972,Platelet Aggregation Inhibitors,2976
1973,Creatinine,1024709
1974,Physical Therapy Modalities,874
1975,"Models, Organizational",124
1976,Seizures,1340430
1977,Astrocytoma,98178
1978,Drug Carriers,24851
1979,Permeability,1423517
1980,Spectrophotometry,108346
1981,Norepinephrine,332886
1982,Plant Diseases,22445
1983,Medical History Taking,1331
1984,In Vitro Techniques,4127
1985,South Africa,2563953
1986,"Obstetric Labor, Premature",11
1987,Disease Susceptibility,42884
1988,Hand Disinfection,3582
1989,"Hospitals, Proprietary",3
1990,Mandibular Condyle,11980
1991,Fetal Weight,25111
1992,"Neoplasm, Residual",9
1993,Meat Products,86350
1994,Uterine Diseases,1308
1995,Respiration Disorders,128
1996,Licensure,116833
1997,Incidental Findings,23090
1998,Perception,5308136
1999,Decision Making,972747
2000,Meniere Disease,63
2001,Metoprolol,69032
2002,Tumor Burden,82720
2003,Phenotype,3511088
2004,Animal Diseases,17844
2005,Reference Standards,35290
2006,Speech Disorders,8406
2007,Orthodontics,63310
2008,Neoadjuvant Therapy,40039
2009,Cultural Characteristics,12142
2010,"Abortion, Eugenic",5
2011,Neurosurgical Procedures,10833
2012,Radionuclide Angiography,5170
2013,Early Diagnosis,278177
2014,Pelvic Floor,110430
2015,Herniorrhaphy,10445
2016,Self Care,26053
2017,Pulmonary Valve,33951
2018,Universal Coverage,30320
2019,Video-Assisted Surgery,506
2020,Exfoliation Syndrome,2075
2021,Molar,890691
2022,Fentanyl,342216
2023,Urologic Surgical Procedures,150
2024,Age Factors,1190
2025,Medical Assistance,117939
2026,Serotyping,31041
2027,Thrombolytic Therapy,45084
2028,"Anesthesia, Conduction",17
2029,Histological Techniques,5581
2030,Kell Blood-Group System,6
2031,Cadaver,301517
2032,Gingival Hemorrhage,343
2033,Aortic Diseases,2847
2034,Metals,2421519
2035,Transurethral Resection of Prostate,2265
2036,Multimodal Imaging,13945
2037,"Urologic Surgical Procedures, Male",2
2038,Ibuprofen,228715
2039,"Shock, Hemorrhagic",210
2040,Hospital Costs,36941
2041,Health Surveys,34328
2042,"Ventricular Function, Left",130
2043,Edema,1062121
2044,"Estrogens, Conjugated (USP)",3
2045,Positron-Emission Tomography,6895
2046,Personnel Selection,4940
2047,Management Information Systems,13149
2048,gamma-Aminobutyric Acid,49443
2049,Hirschsprung Disease,420
2050,Practice Guidelines as Topic,75
2051,Dimethylpolysiloxanes,768
2052,Communication,13474039
2053,Ischemic Postconditioning,5184
2054,European Continental Ancestry Group,30
2055,Tacrolimus,181740
2056,Journal Impact Factor,5848
2057,Emergency Medical Service Communication Systems,3
2058,"Malocclusion, Angle Class I",6
2059,Stroke Rehabilitation,21831
2060,"Pregnancy, High-Risk",58
2061,Personality Assessment,11353
2062,Advance Care Planning,16571
2063,Gene Frequency,9303
2064,Attitude to Health,575
2065,Auditory Threshold,3380
2066,Third Ventricle,38906
2067,Research Design,104955
2068,Torque teno virus,1472
2069,Aortic Aneurysm,108436
2070,"Killer Cells, Natural",238
2071,Action Potentials,176186
2072,Benzamidines,459
2073,Medication Errors,38311
2074,"Societies, Medical",160
2075,Organ Size,12415
2076,Risk-Taking,113857
2077,"Arthroplasty, Replacement, Hip",33
2078,Choroid Neoplasms,13
2079,Acute-Phase Reaction,1620
2080,Medication Adherence,108412
2081,"Hospitals, County",203
2082,Physicians,3439705
2083,Feedback,7073936
2084,HIV Infections,970
2085,Celiprolol,4153
2086,United States Food and Drug Administration,27743
2087,Prostatectomy,178717
2088,Health Behavior,68872
2089,"Fasciitis, Necrotizing",48
2090,Cerebrospinal Fluid Rhinorrhea,1486
2091,"Physicians, Family",803
2092,Antimalarials,29718
2093,Leukocyte Count,47103
2094,Adenomatous Polyps,15445
2095,Predictive Value of Tests,180
2096,Emergency Medicine,135513
2097,C-Reactive Protein,13846
2098,Suburethral Slings,555
2099,Attitude of Health Personnel,114
2100,Skin Neoplasms,1604
2101,Liver Function Tests,55430
2102,Gallbladder Diseases,1697
2103,Hepatocytes,774405
2104,Splenectomy,113930
2105,"Diagnosis, Differential",1457
2106,Pharmaceutical Preparations,23050
2107,Arginine,545656
2108,Anaphylaxis,158555
2109,Survival Rate,633360
2110,Coinfection,83938
2111,Pilot Projects,37267
2112,Aorta,764132
2113,DNA Primers,68
2114,Educational Status,39203
2115,Intellectual Disability,131640
2116,Private Practice,174271
2117,Child,37966640
2118,Aspirin,756040
2119,Orthodontic Space Closure,587
2120,Somatosensory Disorders,135
2121,Blood-Brain Barrier,171758
2122,"Fracture Fixation, Internal",4
2123,Common Cold,86974
2124,"Reflex, Vestibulo-Ocular",14
2125,Analysis of Variance,648889
2126,Russia,8414025
2127,Rescue Work,10806
2128,Dental Stress Analysis,7
2129,Thyroid Neoplasms,3784
2130,Mandible,314482
2131,"Sexual Dysfunction, Physiological",21
2132,Opioid-Related Disorders,175
2133,"Pneumonia, Aspiration",600
2134,Medical Audit,1495
2135,Exercise Test,65085
2136,Optical Imaging,85863
2137,X-Ray Microtomography,641
2138,Kidney Function Tests,4770
2139,"Dermatitis, Occupational",38
2140,"Botulinum Toxins, Type A",2
2141,Internal Medicine,267618
2142,"Stress, Mechanical",440
2143,Asphyxia,94881
2144,Oral Surgical Procedures,1528
2145,"Triiodothyronine, Reverse",59
2146,Attention,19003790
2147,Achievement,2309802
2148,Hypesthesia,4271
2149,Phytotherapy,9468
2150,Brain Neoplasms,2100
2151,Problem-Based Learning,15158
2152,Pregnancy Rate,74292
2153,Prefrontal Cortex,420869
2154,Brassica napus,8681
2155,Agriculture,2952359
2156,Atrial Appendage,37061
2157,Ophthalmology,172502
2158,Chemoradiotherapy,118382
2159,"Antibodies, Anticardiolipin",244
2160,Gastroplasty,10787
2161,Oocyte Retrieval,19076
2162,Intervertebral Disc Displacement,238
2163,Safety,15761514
2164,Orchiectomy,30766
2165,Fluorodeoxyglucose F18,41
2166,Phimosis,10906
2167,Bronchodilator Agents,365
2168,Motivational Interviewing,35585
2169,Urinary Bladder Neoplasms,295
2170,Physical Stimulation,7784
2171,Terminally Ill,99691
2172,Hematocrit,207965
2173,"Aneurysm, Ruptured",125
2174,"Radiotherapy, Adjuvant",309
2175,"Rupture, Spontaneous",83
2176,Orthodontic Appliances,14165
2177,Femoral Fractures,19770
2178,Surgical Wound Infection,3101
2179,Jews,4448963
2180,Oceanic Ancestry Group,41
2181,Proteinuria,336613
2182,Patient Simulation,2623
2183,"Models, Econometric",36
2184,"Reproductive Techniques, Assisted",22
2185,Sick Role,3085
2186,"Catheterization, Swan-Ganz",15
2187,Psychiatric Status Rating Scales,18
2188,Granuloma,159799
2189,Neoplasms,427153
2190,Alveolar Process,7594
2191,"Hepatitis B, Chronic",31
2192,Knee Joint,220549
2193,London,15690407
2194,Infarction,1496996
2195,"Respiration, Artificial",32
2196,Vascular Diseases,57616
2197,"Biomarkers, Tumor",138
2198,Cross-Cultural Comparison,2817
2199,"Infant, Premature, Diseases",7
2200,Population Surveillance,2006
2201,Radiation Dosage,6662
2202,Football,13497120
2203,Datasets as Topic,1
2204,Muscarinic Antagonists,5951
2205,Spinal Dysraphism,4931
2206,Power Plants,482450
2207,Pneumoencephalography,1176
2208,Recombinant Proteins,149371
2209,Ambulatory Care Facilities,718
2210,Serotonin Uptake Inhibitors,1040
2211,Catchment Area (Health),10
2212,Pituitary Apoplexy,5171
2213,Mitral Valve Insufficiency,2256
2214,"Tumor Cells, Cultured",57
2215,Cervical Intraepithelial Neoplasia,30095
2216,Vasculitis,237107
2217,Interleukin-1alpha,2464
2218,Vomiting,908933
2219,Sodium,4600178
2220,Interleukins,53551
2221,Adenoma,344786
2222,Cerebrovascular Disorders,6632
2223,"Dermatitis, Allergic Contact",450
2224,Ureteral Calculi,5839
2225,"Hospitals, Teaching",284
2226,Republic of Korea,165959
2227,North Carolina,2907042
2228,Biopsy,2274283
2229,Job Satisfaction,138572
2230,Waist Circumference,246583
2231,Comprehension,836079
2232,Luminescence,368221
2233,Polymyalgia Rheumatica,8679
2234,Data Collection,1807562
2235,Health Status Disparities,170
2236,House Calls,20054
2237,Alpha-Globulins,277
2238,Alcoholic Intoxication,2545
2239,Vaginal Smears,5747
