,Term,Count
1865,Consanguinity,181890
1866,Blood Proteins,43377
1867,Gastrointestinal Stromal Tumors,60941
1868,Elasticity,6430220
1869,Bone Nails,1406
1870,Iliac Artery,135404
1871,Athletes,36194908
1872,Hot Flashes,1003443
1873,"Hepatitis C, Chronic",330
1874,Hearing Disorders,52737
1875,Phonetics,548322
1876,Dogs,101772116
1877,Unnecessary Procedures,46118
1878,Urodynamics,61748
1879,Polymerase Chain Reaction,1423271
1880,Age Distribution,270485
1881,Health Policy,2230016
1882,KCNQ1 Potassium Channel,32
1883,Flaviviridae Infections,92
1884,Nurse-Patient Relations,1451
1885,Trauma Centers,137567
1886,Antivenins,3215
1887,"Practice Patterns, Physicians'",40
1888,Registries,2043625
1889,Mosaicism,181688
1890,Postoperative Period,322617
1891,Radiation Oncology,595185
1892,Intraoperative Complications,43948
1893,Acetylglucosaminidase,401
1894,Prospective Studies,446562
1895,Pancreas,4551210
1896,Uterus,5374603
1897,NADPH Oxidases,821
1898,Puberty,4050810
1899,Antirheumatic Agents,1919
1900,Tandem Mass Spectrometry,205168
1901,Glutamic Acid,341005
1902,Ventricular Premature Complexes,2914
1903,Blood Chemical Analysis,599
1904,"Oncology Service, Hospital",257
1905,Graft Survival,170543
1906,"Urinary Incontinence, Stress",357
1907,Body Height,153669
1908,Primary Health Care,1039869
1909,Neuromuscular Nondepolarizing Agents,17
1910,"Suicide, Attempted",2954
1911,Spermatic Cord Torsion,1472
1912,Syndrome,38860635
1913,Leukocyte L1 Antigen Complex,25
1914,Iatrogenic Disease,4888
1915,Lymphatic Irradiation,359
1916,Hyperglycemia,1511910
1917,Surge Capacity,92391
1918,Down Syndrome,835328
1919,Saphenous Vein,159210
1920,Eosinophils,695444
1921,Injections,9886012
1922,Light,675007782
1923,Urinary Bladder,432093
1924,Tidal Volume,216061
1925,Growth,302187423
1926,Perioperative Care,80883
1927,Mexico,71293362
1928,beta Catenin,7155
1929,Chi-Square Distribution,26622
1930,Hepatitis C,740473
1931,Outcome Assessment (Health Care),41
1932,Cresols,15234
1933,Lumbar Vertebrae,109353
1934,Fibronectins,5059
1935,"Aged, 80 and over",1318
1936,Autistic Disorder,62504
1937,Head Movements,152178
1938,Marital Status,2493542
1939,Centers for Medicare and Medicaid Services (U.S.),4
1940,Cell Enlargement,14479
1941,Disease Management,861182
1942,"Drug Therapy, Combination",375
1943,Intraocular Pressure,490319
1944,Mice,45995285
1945,"Disruptive, Impulse Control, and Conduct Disorders",160
1946,Astrocytes,1533794
1947,Alismataceae,3347
1948,Scotland,38707804
1949,Periodicals as Topic,158
1950,"Carcinoma, Ductal, Breast",71
1951,Tonsillectomy,250657
1952,Chronic Periodontitis,102486
1953,Neutrophil Infiltration,74590
1954,Argentina,16011692
1955,Dyslexia,2500233
1956,Gingival Crevicular Fluid,28650
1957,Focus Groups,1880949
1958,Skin,302502971
1959,Cardiac Catheterization,272269
1960,Plant Proteins,166728
1961,"Education, Nursing, Continuing",45
1962,Cerebral Angiography,34349
1963,Impetigo,199604
1964,Bronchoscopy,411488
1965,Cerebral Infarction,178532
1966,APACHE,1782122
1967,Communication Barriers,132555
1968,Achilles Tendon,179013
1969,National Institutes of Health (U.S.),390
1970,Vasodilation,595606
1971,Labor Presentation,209
1972,Platelet Aggregation Inhibitors,5885
1973,Creatinine,2399902
1974,Physical Therapy Modalities,9883
1975,"Models, Organizational",3082
1976,Seizures,8805521
1977,Astrocytoma,222538
1978,Drug Carriers,60590
1979,Permeability,4539959
1980,Spectrophotometry,285354
1981,Norepinephrine,1258656
1982,Plant Diseases,237547
1983,Medical History Taking,4752
1984,In Vitro Techniques,13643
1985,South Africa,62364756
1986,"Obstetric Labor, Premature",75
1987,Disease Susceptibility,104925
1988,Hand Disinfection,33134
1989,"Hospitals, Proprietary",112
1990,Mandibular Condyle,26734
1991,Fetal Weight,64619
1992,"Neoplasm, Residual",71
1993,Meat Products,829547
1994,Uterine Diseases,6343
1995,Respiration Disorders,883
1996,Licensure,2967313
1997,Incidental Findings,71333
1998,Perception,43257289
1999,Decision Making,12896884
2000,Meniere Disease,2008
2001,Metoprolol,1047270
2002,Tumor Burden,183805
2003,Phenotype,7201529
2004,Animal Diseases,152811
2005,Reference Standards,224236
2006,Speech Disorders,90235
2007,Orthodontics,1932721
2008,Neoadjuvant Therapy,113970
2009,Cultural Characteristics,120479
2010,"Abortion, Eugenic",50
2011,Neurosurgical Procedures,35066
2012,Radionuclide Angiography,7003
2013,Early Diagnosis,1153448
2014,Pelvic Floor,1736516
2015,Herniorrhaphy,24998
2016,Self Care,1257999
2017,Pulmonary Valve,120305
2018,Universal Coverage,175137
2019,Video-Assisted Surgery,1451
2020,Exfoliation Syndrome,6444
2021,Molar,2647032
2022,Fentanyl,2794157
2023,Urologic Surgical Procedures,1087
2024,Age Factors,14506
2025,Medical Assistance,1351946
2026,Serotyping,70437
2027,Thrombolytic Therapy,112292
2028,"Anesthesia, Conduction",163
2029,Histological Techniques,20146
2030,Kell Blood-Group System,13
2031,Cadaver,1071894
2032,Gingival Hemorrhage,925
2033,Aortic Diseases,12214
2034,Metals,34680449
2035,Transurethral Resection of Prostate,6157
2036,Multimodal Imaging,51905
2037,"Urologic Surgical Procedures, Male",27
2038,Ibuprofen,3599339
2039,"Shock, Hemorrhagic",339
2040,Hospital Costs,155152
2041,Health Surveys,146625
2042,"Ventricular Function, Left",273
2043,Edema,3811627
2044,"Estrogens, Conjugated (USP)",46
2045,Positron-Emission Tomography,19533
2046,Personnel Selection,120052
2047,Management Information Systems,381373
2048,gamma-Aminobutyric Acid,140724
2049,Hirschsprung Disease,6993
2050,Practice Guidelines as Topic,242
2051,Dimethylpolysiloxanes,351
2052,Communication,152835515
2053,Ischemic Postconditioning,7953
2054,European Continental Ancestry Group,147
2055,Tacrolimus,536253
2056,Journal Impact Factor,51870
2057,Emergency Medical Service Communication Systems,11
2058,"Malocclusion, Angle Class I",22
2059,Stroke Rehabilitation,123169
2060,"Pregnancy, High-Risk",427
2061,Personality Assessment,152804
2062,Advance Care Planning,163256
2063,Gene Frequency,22803
2064,Attitude to Health,6498
2065,Auditory Threshold,6639
2066,Third Ventricle,83771
2067,Research Design,1168852
2068,Torque teno virus,2691
2069,Aortic Aneurysm,406897
2070,"Killer Cells, Natural",588
2071,Action Potentials,357870
2072,Benzamidines,439
2073,Medication Errors,293066
2074,"Societies, Medical",1948
2075,Organ Size,44937
2076,Risk-Taking,1080215
2077,"Arthroplasty, Replacement, Hip",80
2078,Choroid Neoplasms,69
2079,Acute-Phase Reaction,2775
2080,Medication Adherence,417891
2081,"Hospitals, County",1893
2082,Physicians,26336281
2083,Feedback,97203298
2084,HIV Infections,13173
2085,Celiprolol,9652
2086,United States Food and Drug Administration,181016
2087,Prostatectomy,850395
2088,Health Behavior,315797
2089,"Fasciitis, Necrotizing",162
2090,Cerebrospinal Fluid Rhinorrhea,3618
2091,"Physicians, Family",8879
2092,Antimalarials,123336
2093,Leukocyte Count,93135
2094,Adenomatous Polyps,44278
2095,Predictive Value of Tests,867
2096,Emergency Medicine,1805960
2097,C-Reactive Protein,75770
2098,Suburethral Slings,1007
2099,Attitude of Health Personnel,450
2100,Skin Neoplasms,6346
2101,Liver Function Tests,205799
2102,Gallbladder Diseases,9370
2103,Hepatocytes,1341085
2104,Splenectomy,261909
2105,"Diagnosis, Differential",7147
2106,Pharmaceutical Preparations,80162
2107,Arginine,3870129
2108,Anaphylaxis,1033984
2109,Survival Rate,1881839
2110,Coinfection,227830
2111,Pilot Projects,487911
2112,Aorta,2026400
2113,DNA Primers,470
2114,Educational Status,136491
2115,Intellectual Disability,844674
2116,Private Practice,2999196
2117,Child,406426033
2118,Aspirin,5083111
2119,Orthodontic Space Closure,1617
2120,Somatosensory Disorders,354
2121,Blood-Brain Barrier,691889
2122,"Fracture Fixation, Internal",60
2123,Common Cold,1504794
2124,"Reflex, Vestibulo-Ocular",145
2125,Analysis of Variance,1274960
2126,Russia,87331006
2127,Rescue Work,125125
2128,Dental Stress Analysis,41
2129,Thyroid Neoplasms,9632
2130,Mandible,952917
2131,"Sexual Dysfunction, Physiological",107
2132,Opioid-Related Disorders,1920
2133,"Pneumonia, Aspiration",1697
2134,Medical Audit,9212
2135,Exercise Test,166773
2136,Optical Imaging,253707
2137,X-Ray Microtomography,2907
2138,Kidney Function Tests,25358
2139,"Dermatitis, Occupational",316
2140,"Botulinum Toxins, Type A",33
2141,Internal Medicine,3618379
2142,"Stress, Mechanical",1832
2143,Asphyxia,378648
2144,Oral Surgical Procedures,11538
2145,"Triiodothyronine, Reverse",126
2146,Attention,227905516
2147,Achievement,33855491
2148,Hypesthesia,13248
2149,Phytotherapy,135686
2150,Brain Neoplasms,5190
2151,Problem-Based Learning,189903
2152,Pregnancy Rate,230766
2153,Prefrontal Cortex,1136354
2154,Brassica napus,66903
2155,Agriculture,45554902
2156,Atrial Appendage,116736
2157,Ophthalmology,2443652
2158,Chemoradiotherapy,289162
2159,"Antibodies, Anticardiolipin",503
2160,Gastroplasty,39014
2161,Oocyte Retrieval,39831
2162,Intervertebral Disc Displacement,491
2163,Safety,264479595
2164,Orchiectomy,111356
2165,Fluorodeoxyglucose F18,161
2166,Phimosis,164602
2167,Bronchodilator Agents,748
2168,Motivational Interviewing,348351
2169,Urinary Bladder Neoplasms,839
2170,Physical Stimulation,113649
2171,Terminally Ill,971999
2172,Hematocrit,501300
2173,"Aneurysm, Ruptured",345
2174,"Radiotherapy, Adjuvant",594
2175,"Rupture, Spontaneous",172
2176,Orthodontic Appliances,87828
2177,Femoral Fractures,50308
2178,Surgical Wound Infection,8647
2179,Jews,31639117
2180,Oceanic Ancestry Group,108
2181,Proteinuria,787093
2182,Patient Simulation,19504
2183,"Models, Econometric",503
2184,"Reproductive Techniques, Assisted",52
2185,Sick Role,14907
2186,"Catheterization, Swan-Ganz",9
2187,Psychiatric Status Rating Scales,271
2188,Granuloma,410194
2189,Neoplasms,1190104
2190,Alveolar Process,25123
2191,"Hepatitis B, Chronic",153
2192,Knee Joint,1111711
2193,London,173072932
2194,Infarction,3877652
2195,"Respiration, Artificial",309
2196,Vascular Diseases,201431
2197,"Biomarkers, Tumor",711
2198,Cross-Cultural Comparison,21146
2199,"Infant, Premature, Diseases",36
2200,Population Surveillance,8299
2201,Radiation Dosage,21484
2202,Football,135109377
2203,Datasets as Topic,32
2204,Muscarinic Antagonists,13474
2205,Spinal Dysraphism,14979
2206,Power Plants,6388769
2207,Pneumoencephalography,4616
2208,Recombinant Proteins,284100
2209,Ambulatory Care Facilities,8960
2210,Serotonin Uptake Inhibitors,3874
2211,Catchment Area (Health),5
2212,Pituitary Apoplexy,17169
2213,Mitral Valve Insufficiency,6086
2214,"Tumor Cells, Cultured",167
2215,Cervical Intraepithelial Neoplasia,77185
2216,Vasculitis,828152
2217,Interleukin-1alpha,4459
2218,Vomiting,9375863
2219,Sodium,25659947
2220,Interleukins,139390
2221,Adenoma,830013
2222,Cerebrovascular Disorders,19570
2223,"Dermatitis, Allergic Contact",2976
2224,Ureteral Calculi,13453
2225,"Hospitals, Teaching",2922
2226,Republic of Korea,1327615
2227,North Carolina,29476986
2228,Biopsy,7495260
2229,Job Satisfaction,1817676
2230,Waist Circumference,685870
2231,Comprehension,9863211
2232,Luminescence,1060541
2233,Polymyalgia Rheumatica,67377
2234,Data Collection,9969351
2235,Health Status Disparities,1113
2236,House Calls,276500
2237,Alpha-Globulins,540
2238,Alcoholic Intoxication,12211
2239,Vaginal Smears,11489
