Term,Dolma,Pile,RPJ
Albumins,38803,15101,28325
Breast Implants,783581,49668,293852
Acclimatization,403612,60658,136499
Torque,18235085,1959951,5476636
Oxidative Stress,4979396,1927399,1607802
Sotalol,121062,20578,31767
Pituitary Gland,899468,107753,278974
Personnel Staffing and Scheduling,89,19,88
Bone and Bones,1179,58,1155
Government Regulation,713678,71371,502475
Pericardium,340506,87966,105667
Organoplatinum Compounds,168,53,126
Records as Topic,36,5,14
Immunoglobulin E,19511,3554,7301
Diagnosis-Related Groups,10662,4208,6589
Apgar Score,11126,1889,5937
Patient Selection,283449,110919,103927
Transforming Growth Factor beta,90266,48587,34948
Androgen Antagonists,1394,473,424
Refusal to Participate,54568,15278,41933
"Neoplasm Recurrence, Local",191,34,678
Neutrophils,2340365,1145170,733580
Quality of Health Care,163732,21396,96011
Immunoassay,779899,318817,263386
African Americans,4537169,586264,4218838
Posture,14449421,1205596,4216150
Biofilms,1134855,424057,492539
Neoplasm Staging,484,152,945
Transfer (Psychology),12,4,13
Cerebral Hemorrhage,126977,37091,71405
Uterine Neoplasms,2354,647,999
"Lupus Erythematosus, Systemic",3270,922,2096
"Infant, Extremely Low Birth Weight",10,10,46
Tissue Expansion,38692,13090,12822
Radionuclide Imaging,15832,5799,7481
Nephrectomy,456174,189012,144380
Calibration,11620280,2338191,3759612
Time and Motion Studies,9173,913,5239
Benzamides,11709,6524,3589
DNA Transposable Elements,114,24,224
Pubic Symphysis,61178,14326,20241
Patients,344401344,90142472,145010375
Vitiligo,790346,102608,293055
Temporomandibular Joint Disorders,18415,2395,6848
Catholicism,2710152,336408,2623552
Isoflurane,506454,266618,148015
Texas,124956994,10975606,81545832
"Hypersensitivity, Immediate",74,29,134
"Dose-Response Relationship, Drug",854,10,2291
Chordae Tendineae,19049,7446,7574
Orthodontic Wires,9488,2081,2552
Linguistics,5939109,342523,3834004
Tumor Necrosis Factor-alpha,134917,80695,59508
Respiratory Tract Infections,415421,87164,180536
Substance Withdrawal Syndrome,304,68,217
Patient Acceptance of Health Care,187,35,699
"Heart Defects, Congenital",488,60,497
Referral and Consultation,2432,341,2479
Guideline Adherence,28758,10966,10692
"Respiratory Distress Syndrome, Adult",146,44,363
Medical Errors,362727,37139,211220
"Carcinoma, Renal Cell",2371,1126,1404
Phlebitis,128192,26301,44664
"Tuberculosis, Pulmonary",1804,418,1034
Certification,57279629,2034524,19108493
Ascomycota,79517,27136,26986
"Hair Cells, Auditory, Outer",12,0,16
"Education, Distance",8800,495,5703
"Antibodies, Bacterial",325,101,444
Aortic Valve Stenosis,45477,12838,16335
Tinnitus,3991921,372043,1122388
Vinblastine,133820,56887,54863
Adult,227814052,18429852,87887487
Urology,2267490,144264,1225335
Quality-Adjusted Life Years,33871,13942,19190
Female,134840631,14255308,63500287
"Biopsy, Fine-Needle",294,95,263
Lymph Nodes,3117273,917432,1073371
Caregivers,10633472,991249,4657577
Cohort Studies,609335,225401,301949
Family,788270979,53563722,367831021
Quebec,12976215,1323683,9259621
"Colitis, Ulcerative",2217,278,1905
Digoxin,655810,116825,243650
Obsessive-Compulsive Disorder,492407,62174,236054
Macrophages,5791685,2982919,1868632
Subtraction Technique,8734,5099,3398
"Administration, Intravenous",1520,366,746
Illinois,39486615,4317659,29534254
Body Dysmorphic Disorders,2627,352,917
Child Health Services,54378,8923,37682
Hip Prosthesis,29062,12000,10524
"Wounds, Penetrating",203,45,102
Prostatic Neoplasms,2150,732,1974
Maternal Mortality,709431,106353,567519
"Epilepsy, Temporal Lobe",1088,100,225
Consciousness Disorders,3437,1009,1416
Cell Death,3876749,1914453,1475803
Patient Compliance,215057,63205,75618
"Models, Animal",4886,517,8378
Estradiol,1715250,451696,519734
"Ultrasonography, Doppler",284,68,339
"Outpatient Clinics, Hospital",520,82,379
Regression Analysis,2580012,1096228,786771
Drainage,16538643,1331433,5187565
Gastroesophageal Reflux,608364,84016,180584
Terminal Care,22457,5085,10619
Bronchial Hyperreactivity,14062,7508,4970
alpha-Crystallin B Chain,20,8,9
Perfusion,2713832,1253363,918802
Cisplatin,1785516,928154,701370
Prostate-Specific Antigen,209642,65931,90307
Ossification of Posterior Longitudinal Ligament,1905,1005,541
Cholangitis,291917,102472,132472
Atherosclerosis,2977778,959064,1140927
Protein Biosynthesis,46976,22225,18087
Multiple Trauma,37238,13577,15646
Image Enhancement,180542,22386,54612
"Hospitals, Veterans",1689,80,1219
Lipids,4088372,1345721,1421762
Urinary Incontinence,822513,144496,308474
"Anesthesia, General",2706,300,1097
Oxygen Consumption,563179,240286,191671
Alcohol Drinking,144046,56968,55018
"Health Knowledge, Attitudes, Practice",697,88,1083
Disability Evaluation,21397,7407,16182
Hydrogen-Ion Concentration,2978,412,2375
Cardiac Output,673881,257939,215499
Esophageal Neoplasms,2108,1115,1074
Weight Gain,8484521,741278,1709729
Intelligence Tests,103318,14886,56912
Infertility,5727945,567367,2097515
Hormone Antagonists,6129,1719,3474
Crohn Disease,20856,1222,6886
Treatment Failure,374730,150768,149087
Intensive Care Units,691770,102696,358172
Portugal,19166635,1494120,11854275
Organ Sparing Treatments,26,4,33
Adenomatous Polyposis Coli,31512,14518,14239
Public Health,37881381,3436703,28699418
"Catheterization, Central Venous",258,33,225
Bandages,1749736,220489,675653
Esophagoscopy,18287,5814,7111
"Decompression, Surgical",191,54,150
Length of Stay,1199302,321306,546955
Survivors,17292757,2128992,13009924
Military Dentistry,518,22,283
Spondylolysis,55388,13486,17263
Proportional Hazards Models,75283,30655,29290
Prednisolone,1593624,205659,273726
Celiac Disease,1379003,157751,648355
"Students, Medical",21963,1515,12853
Canada,180907373,10944206,108027853
Penile Neoplasms,364,85,191
Intestinal Perforation,34970,11517,15380
"Antineoplastic Agents, Phytogenic",61,6,155
Doxorubicin,1020105,503051,435783
Ovarian Neoplasms,14324,5192,7057
Vulnerable Populations,947621,70619,735952
Enteritis,244308,69540,102070
Violence,82449946,9186189,73492694
Follow-Up Studies,168392,63981,91609
"Nursing Staff, Hospital",543,56,276
Acetaminophen,1818399,195019,647881
Behavior Therapy,579496,41908,243996
"Infant, Newborn, Diseases",209,11,171
Leiomyoma,145221,62933,59288
"Hypoxia-Inducible Factor 1, alpha Subunit",131,109,521
"Education, Public Health Professional",24,2,18
Polyglactin 910,7739,3531,1699
Donor Selection,23754,7639,9622
Classification,34246313,6963947,15843321
Polyethylene,5111960,769564,1338850
Osteochondritis Dissecans,34768,6776,14957
"Diagnostic Techniques, Ophthalmological",14,4,34
Estrogen Replacement Therapy,40548,12778,17681
Disaster Planning,98082,6458,63328
Sufentanil,80432,33456,37117
Treatment Refusal,5220,1674,2882
"Analgesics, Non-Narcotic",147,24,270
"Anemia, Hemolytic",2300,216,2108
Cardiovascular Diseases,1566817,334435,567657
Energy Intake,675544,248860,223511
Laser Therapy,736181,52445,197151
Physical Fitness,2889850,160522,787877
"Surgery Department, Hospital",481,47,409
Asthma,17290679,2616672,6382646
Endoscopy,2203744,463988,835561
Cardiovascular Surgical Procedures,1275,478,3562
Chemoprevention,189749,61029,110880
CA-125 Antigen,36,9,47
"Anesthesia, Local",2458,291,652
Abbreviated Injury Scale,12102,6738,6249
Dietetics,767868,36626,428641
Homocysteine,798348,222054,345240
Educational Measurement,36637,1695,21670
Contraindications,1507331,145986,420466
Toluene,903898,352116,387635
Vision Tests,38832,3218,14702
"Hospitals, University",7407,511,4569
Leukemia,6500665,1552282,3661050
Endolymphatic Hydrops,17200,7202,6916
New South Wales,5588687,747516,4495376
Sleep Apnea Syndromes,2382,490,2184
Patient Transfer,66978,8098,22877
School Admission Criteria,755,33,411
Hepatorenal Syndrome,40958,10664,19281
Molecular Sequence Data,14241,2141,10849
Health Services,10934742,995461,7669554
DMF Index,328,93,206
"Infusions, Intravenous",235,52,467
Antihypertensive Agents,95125,27028,47464
Ligands,3203217,1679660,1145217
Survival,54564276,12253525,26531428
"Wounds, Nonpenetrating",40,9,34
Lidocaine,1156506,248472,330866
Collagen,16289791,2894893,3132851
Retroperitoneal Space,23126,10014,6026
Crime,87915717,11352432,71815913
Alleles,3089301,1587330,1153393
"Fetal Membranes, Premature Rupture",46,3,51
Discriminant Analysis,322484,115310,100855
Ambulances,1626904,163799,1080745
"Mammary Glands, Human",23,8,30
Antineoplastic Agents,40729,17078,23067
Multidetector Computed Tomography,25894,11260,11710
Gastric Mucosa,226137,111729,63689
Sirolimus,215518,77499,124541
Bisexuality,536871,43524,282386
Warfarin,1714698,336050,655079
Sclerosis,5783442,979368,3222602
Glioma,1480143,685096,581693
Paralysis,4467191,568760,2111584
Internet,381120054,15544728,106775427
Laparoscopy,763199,203666,251217
T-Lymphocytes,8148,976,12857
Fibrinolytic Agents,7040,3014,2924
Menopause,6084580,384883,1833993
"Infertility, Female",1709,228,826
Liver,47773698,10234117,16527123
Phagocytes,284679,114432,108681
Ureteroscopy,72538,19089,20621
"Wounds, Gunshot",833,111,484
"Drug Resistance, Viral",194,58,201
Macular Degeneration,1401569,152441,653444
Gastroenterology,1824125,157242,1312473
Defecation,673169,115261,304660
Young Adult,12708085,1041253,7836035
Sleep,216321821,17414966,60796954
Poisoning,8255110,918345,4407206
Dental Models,16582,2818,3804
alpha-Fetoproteins,304,201,165
Bone Neoplasms,2745,1039,1429
Pressure,233266138,24568970,71058756
Distance Perception,11121,2980,4794
Coronary Angiography,317594,141708,132436
Trachea,1010929,264172,367624
"Blood Loss, Surgical",1175,453,270
Medical Records,4172496,792692,1966316
Androstenols,113,20,42
Male,222002401,15860486,51782634
General Surgery,827708,72917,475951
Dura Mater,126968,44322,50903
Neoplasm Invasiveness,239,66,349
Anastomotic Leak,86664,44957,21307
Gallbladder Neoplasms,511,107,192
Postmenopause,42405,8956,19002
Survival Analysis,429383,184292,138837
Sports Equipment,940371,29685,267348
Cell Line,3772613,2232392,1293305
Papanicolaou Test,1966,184,626
Tissue Donors,24745,4249,16752
Estrogens,851575,189159,307076
Fracture Fixation,44900,14256,16746
Equipment Design,257186,6872,56087
Synapses,1778857,668991,800075
Wales,31488405,2863390,26352900
Weight Reduction Programs,30219,692,1613
Terminology as Topic,123,8,202
Glial Fibrillary Acidic Protein,76783,54968,29908
Alprostadil,218704,8227,29896
Uterine Contraction,33947,8602,9702
Retirement,56920775,3389673,25896687
Respiratory Tract Diseases,14966,3773,5740
Treatment Outcome,328687,122443,141314
Residence Characteristics,1271,195,791
Australian Capital Territory,309643,31673,240509
Queensland,13247646,1126321,8828668
Optometry,1313425,47322,677572
"Pregnancy Trimester, Third",56,3,140
Memory Disorders,62585,9551,37898
Family Conflict,181455,13394,80262
Animals,117973537,15414377,57283664
"Pregnancy Trimester, First",66,7,141
"Epilepsies, Partial",60,11,39
"Antibodies, Viral",1681,264,1374
Crown-Rump Length,16672,7170,5854
Anal Canal,158375,30894,40593
Vitamin D Deficiency,68064,2360,22621
Assisted Living Facilities,689431,13814,244024
Anti-Bacterial Agents,15323,2358,7037
Latex Hypersensitivity,1297,322,490
Italy,64598696,5629574,42131502
Anxiety,80628087,5551547,21660516
Nortropanes,99,58,34
Ambulatory Care,370852,49701,203444
Pancreatic Diseases,32311,7650,12096
Hypoglycemic Agents,67951,22468,26307
Hospital Records,175641,64346,107723
Vertebral Artery,151103,57486,65457
"Muscle, Skeletal",5159,965,2754
"Pulmonary Disease, Chronic Obstructive",489,154,883
Reoperation,256460,141073,80235
Automobile Driving,16486,1731,8136
Sex Distribution,57338,29226,26947
Hospitals,44139438,4037601,25895073
Self Report,72464,14295,28814
"Decision Support Systems, Clinical",174,49,143
DNA Fragmentation,10891,2982,3208
Water,872767730,61312700,303138098
Vagina,7859975,598592,1595241
Enema,1025035,93011,199423
Advance Directives,189832,21100,102945
Skin Diseases,756879,87695,261343
Reaction Time,1549118,356311,471546
"Intubation, Intratracheal",111,22,126
Norway,20174425,1775152,13696175
"Embolism, Air",233,57,124
Anterior Cruciate Ligament Reconstruction,66415,16665,32230
Prognosis,8000514,2426097,2797126
"Blotting, Western",357,105,1151
Pectins,83559,24289,25354
"Fatty Acids, Omega-3",4277,297,1227
Egypt,56920554,5437261,41048586
Ruthenium Radioisotopes,7,5,15
Tissue Adhesions,9333,954,2219
Gonorrhea,1179893,90926,401656
"Fatty Liver, Alcoholic",2032,366,605
"Menisci, Tibial",71,23,98
"Hierarchy, Social",1394,212,1213
Electrolytes,2503475,295108,670860
Pain Measurement,13435,3394,4499
"Databases, Factual",271,11,1049
Community Mental Health Centers,43012,4977,30621
Stainless Steel,66135350,832377,6526070
Inflammation,31719819,5145446,8645991
Consanguinity,181890,48817,124335
Blood Proteins,43377,10388,18605
Gastrointestinal Stromal Tumors,60941,16234,34883
Elasticity,6430220,596193,1421144
Bone Nails,1406,272,179
Iliac Artery,135404,60090,44063
Athletes,36194908,2371095,20071732
Hot Flashes,1003443,55205,255799
"Hepatitis C, Chronic",330,37,558
Hearing Disorders,52737,5779,25271
Phonetics,548322,33327,284347
Dogs,101772116,6742867,32235980
Unnecessary Procedures,46118,5345,23625
Urodynamics,61748,12181,24114
Polymerase Chain Reaction,1423271,745382,606214
Age Distribution,270485,97731,150730
Health Policy,2230016,225537,2158355
KCNQ1 Potassium Channel,32,11,36
Flaviviridae Infections,92,132,174
Nurse-Patient Relations,1451,187,602
Trauma Centers,137567,24609,89370
Antivenins,3215,669,2170
"Practice Patterns, Physicians'",40,4,121
Registries,2043625,282086,994007
Mosaicism,181688,66673,72803
Postoperative Period,322617,133442,91261
Radiation Oncology,595185,59698,464189
Intraoperative Complications,43948,23045,12589
Acetylglucosaminidase,401,156,247
Prospective Studies,446562,187711,188135
Pancreas,4551210,882285,1442893
Uterus,5374603,605231,1690144
NADPH Oxidases,821,235,826
Puberty,4050810,434224,1568729
Antirheumatic Agents,1919,797,1332
Tandem Mass Spectrometry,205168,102746,82905
Glutamic Acid,341005,121043,122073
Ventricular Premature Complexes,2914,1993,1474
Blood Chemical Analysis,599,193,232
"Oncology Service, Hospital",257,29,249
Graft Survival,170543,96046,56915
"Urinary Incontinence, Stress",357,89,175
Body Height,153669,44003,39741
Primary Health Care,1039869,151926,648812
Neuromuscular Nondepolarizing Agents,17,6,39
"Suicide, Attempted",2954,458,2541
Spermatic Cord Torsion,1472,675,414
Syndrome,38860635,6806051,20158780
Leukocyte L1 Antigen Complex,25,9,23
Iatrogenic Disease,4888,1230,4404
Lymphatic Irradiation,359,223,321
Hyperglycemia,1511910,431008,429044
Surge Capacity,92391,7665,55011
Down Syndrome,835328,40330,530308
Saphenous Vein,159210,69915,56956
Eosinophils,695444,329202,234417
Injections,9886012,1379859,2971426
Light,675007782,61922628,229549906
Urinary Bladder,432093,134414,156328
Tidal Volume,216061,89508,71675
Growth,302187423,28822997,130645308
Perioperative Care,80883,15182,32443
Mexico,71293362,6317423,50512740
beta Catenin,7155,2172,2865
Chi-Square Distribution,26622,10453,16219
Hepatitis C,740473,86677,563145
Outcome Assessment (Health Care),41,24,164
Cresols,15234,3096,7136
Lumbar Vertebrae,109353,31419,41404
Fibronectins,5059,2331,2152
"Aged, 80 and over",1318,92,8186
Autistic Disorder,62504,13195,45478
Head Movements,152178,38610,57949
Marital Status,2493542,351862,1156867
Centers for Medicare and Medicaid Services (U.S.),4,0,10
Cell Enlargement,14479,4471,3856
Disease Management,861182,103914,406064
"Drug Therapy, Combination",375,26,1247
Intraocular Pressure,490319,158613,177692
Mice,45995285,21902483,16009891
"Disruptive, Impulse Control, and Conduct Disorders",160,31,134
Astrocytes,1533794,855098,532656
Alismataceae,3347,719,2374
Scotland,38707804,3277706,31807972
Periodicals as Topic,158,31,633
"Carcinoma, Ductal, Breast",71,19,136
Tonsillectomy,250657,53218,98289
Chronic Periodontitis,102486,39151,51032
Neutrophil Infiltration,74590,45539,21499
Argentina,16011692,1557851,12425022
Dyslexia,2500233,165741,1080041
Gingival Crevicular Fluid,28650,12886,12569
Focus Groups,1880949,268585,934262
Skin,302502971,16636949,60022334
Cardiac Catheterization,272269,68359,133242
Plant Proteins,166728,17276,53759
"Education, Nursing, Continuing",45,4,47
Cerebral Angiography,34349,13769,13376
Impetigo,199604,17635,67015
Bronchoscopy,411488,128437,142387
Cerebral Infarction,178532,87661,59703
APACHE,1782122,619064,620951
Communication Barriers,132555,7649,51621
Achilles Tendon,179013,8013,42003
National Institutes of Health (U.S.),390,36,1588
Vasodilation,595606,173167,161398
Labor Presentation,209,29,115
Platelet Aggregation Inhibitors,5885,2976,2665
Creatinine,2399902,1024709,896704
Physical Therapy Modalities,9883,874,3049
"Models, Organizational",3082,124,1421
Seizures,8805521,1340430,3723205
Astrocytoma,222538,98178,104196
Drug Carriers,60590,24851,19027
Permeability,4539959,1423517,1424245
Spectrophotometry,285354,108346,86047
Norepinephrine,1258656,332886,407233
Plant Diseases,237547,22445,93148
Medical History Taking,4752,1331,1725
In Vitro Techniques,13643,4127,7137
South Africa,62364756,2563953,30968418
"Obstetric Labor, Premature",75,11,111
Disease Susceptibility,104925,42884,50653
Hand Disinfection,33134,3582,6104
"Hospitals, Proprietary",112,3,172
Mandibular Condyle,26734,11980,11002
Fetal Weight,64619,25111,22778
"Neoplasm, Residual",71,9,153
Meat Products,829547,86350,343982
Uterine Diseases,6343,1308,1669
Respiration Disorders,883,128,303
Licensure,2967313,116833,1693545
Incidental Findings,71333,23090,34825
Perception,43257289,5308136,22485275
Decision Making,12896884,972747,6346441
Meniere Disease,2008,63,814
Metoprolol,1047270,69032,196941
Tumor Burden,183805,82720,64203
Phenotype,7201529,3511088,2413369
Animal Diseases,152811,17844,104566
Reference Standards,224236,35290,65261
Speech Disorders,90235,8406,36046
Orthodontics,1932721,63310,535970
Neoadjuvant Therapy,113970,40039,42491
Cultural Characteristics,120479,12142,65111
"Abortion, Eugenic",50,5,83
Neurosurgical Procedures,35066,10833,15617
Radionuclide Angiography,7003,5170,3362
Early Diagnosis,1153448,278177,485391
Pelvic Floor,1736516,110430,341736
Herniorrhaphy,24998,10445,8680
Self Care,1257999,26053,270225
Pulmonary Valve,120305,33951,43998
Universal Coverage,175137,30320,138234
Video-Assisted Surgery,1451,506,708
Exfoliation Syndrome,6444,2075,2524
Molar,2647032,890691,895021
Fentanyl,2794157,342216,1754377
Urologic Surgical Procedures,1087,150,672
Age Factors,14506,1190,6893
Medical Assistance,1351946,117939,946193
Serotyping,70437,31041,28321
Thrombolytic Therapy,112292,45084,48241
"Anesthesia, Conduction",163,17,99
Histological Techniques,20146,5581,6291
Kell Blood-Group System,13,6,2
Cadaver,1071894,301517,538467
Gingival Hemorrhage,925,343,494
Aortic Diseases,12214,2847,5383
Metals,34680449,2421519,10259143
Transurethral Resection of Prostate,6157,2265,3184
Multimodal Imaging,51905,13945,19064
"Urologic Surgical Procedures, Male",27,2,15
Ibuprofen,3599339,228715,895889
"Shock, Hemorrhagic",339,210,257
Hospital Costs,155152,36941,82203
Health Surveys,146625,34328,102191
"Ventricular Function, Left",273,130,371
Edema,3811627,1062121,1323068
"Estrogens, Conjugated (USP)",46,3,26
Positron-Emission Tomography,19533,6895,10788
Personnel Selection,120052,4940,37203
Management Information Systems,381373,13149,268036
gamma-Aminobutyric Acid,140724,49443,48636
Hirschsprung Disease,6993,420,2111
Practice Guidelines as Topic,242,75,610
Dimethylpolysiloxanes,351,768,279
Communication,152835515,13474039,64960442
Ischemic Postconditioning,7953,5184,2741
European Continental Ancestry Group,147,30,887
Tacrolimus,536253,181740,177998
Journal Impact Factor,51870,5848,53920
Emergency Medical Service Communication Systems,11,3,13
"Malocclusion, Angle Class I",22,6,4
Stroke Rehabilitation,123169,21831,57797
"Pregnancy, High-Risk",427,58,191
Personality Assessment,152804,11353,72121
Advance Care Planning,163256,16571,84868
Gene Frequency,22803,9303,12714
Attitude to Health,6498,575,3405
Auditory Threshold,6639,3380,3084
Third Ventricle,83771,38906,35808
Research Design,1168852,104955,427962
Torque teno virus,2691,1472,1247
Aortic Aneurysm,406897,108436,186805
"Killer Cells, Natural",588,238,492
Action Potentials,357870,176186,150629
Benzamidines,439,459,107
Medication Errors,293066,38311,135548
"Societies, Medical",1948,160,3302
Organ Size,44937,12415,14137
Risk-Taking,1080215,113857,639902
"Arthroplasty, Replacement, Hip",80,33,326
Choroid Neoplasms,69,13,21
Acute-Phase Reaction,2775,1620,1139
Medication Adherence,417891,108412,173104
"Hospitals, County",1893,203,1204
Physicians,26336281,3439705,14850809
Feedback,97203298,7073936,31426064
HIV Infections,13173,970,14279
Celiprolol,9652,4153,2960
United States Food and Drug Administration,181016,27743,115440
Prostatectomy,850395,178717,245733
Health Behavior,315797,68872,178403
"Fasciitis, Necrotizing",162,48,135
Cerebrospinal Fluid Rhinorrhea,3618,1486,1518
"Physicians, Family",8879,803,3833
Antimalarials,123336,29718,54934
Leukocyte Count,93135,47103,35087
Adenomatous Polyps,44278,15445,16342
Predictive Value of Tests,867,180,1749
Emergency Medicine,1805960,135513,1412202
C-Reactive Protein,75770,13846,29944
Suburethral Slings,1007,555,460
Attitude of Health Personnel,450,114,750
Skin Neoplasms,6346,1604,2127
Liver Function Tests,205799,55430,91974
Gallbladder Diseases,9370,1697,2322
Hepatocytes,1341085,774405,431185
Splenectomy,261909,113930,95755
"Diagnosis, Differential",7147,1457,3757
Pharmaceutical Preparations,80162,23050,37478
Arginine,3870129,545656,470710
Anaphylaxis,1033984,158555,487221
Survival Rate,1881839,633360,728090
Coinfection,227830,83938,99378
Pilot Projects,487911,37267,349071
Aorta,2026400,764132,713310
DNA Primers,470,68,1094
Educational Status,136491,39203,60033
Intellectual Disability,844674,131640,541902
Private Practice,2999196,174271,1797673
Child,406426033,37966640,201909456
Aspirin,5083111,756040,1860160
Orthodontic Space Closure,1617,587,594
Somatosensory Disorders,354,135,902
Blood-Brain Barrier,691889,171758,354610
"Fracture Fixation, Internal",60,4,94
Common Cold,1504794,86974,533041
"Reflex, Vestibulo-Ocular",145,14,36
Analysis of Variance,1274960,648889,355290
Russia,87331006,8414025,70942336
Rescue Work,125125,10806,78304
Dental Stress Analysis,41,7,24
Thyroid Neoplasms,9632,3784,3884
Mandible,952917,314482,369500
"Sexual Dysfunction, Physiological",107,21,93
Opioid-Related Disorders,1920,175,775
"Pneumonia, Aspiration",1697,600,624
Medical Audit,9212,1495,4304
Exercise Test,166773,65085,58725
Optical Imaging,253707,85863,117170
X-Ray Microtomography,2907,641,2459
Kidney Function Tests,25358,4770,7359
"Dermatitis, Occupational",316,38,170
"Botulinum Toxins, Type A",33,2,40
Internal Medicine,3618379,267618,2356733
"Stress, Mechanical",1832,440,763
Asphyxia,378648,94881,173696
Oral Surgical Procedures,11538,1528,3258
"Triiodothyronine, Reverse",126,59,76
Attention,227905516,19003790,93296571
Achievement,33855491,2309802,20527837
Hypesthesia,13248,4271,6813
Phytotherapy,135686,9468,57775
Brain Neoplasms,5190,2100,2754
Problem-Based Learning,189903,15158,72087
Pregnancy Rate,230766,74292,102076
Prefrontal Cortex,1136354,420869,575590
Brassica napus,66903,8681,30588
Agriculture,45554902,2952359,29581898
Atrial Appendage,116736,37061,60551
Ophthalmology,2443652,172502,1630548
Chemoradiotherapy,289162,118382,100689
"Antibodies, Anticardiolipin",503,244,190
Gastroplasty,39014,10787,13466
Oocyte Retrieval,39831,19076,16797
Intervertebral Disc Displacement,491,238,267
Safety,264479595,15761514,116953437
Orchiectomy,111356,30766,31553
Fluorodeoxyglucose F18,161,41,299
Phimosis,164602,10906,36766
Bronchodilator Agents,748,365,425
Motivational Interviewing,348351,35585,138007
Urinary Bladder Neoplasms,839,295,1187
Physical Stimulation,113649,7784,19561
Terminally Ill,971999,99691,673237
Hematocrit,501300,207965,169844
"Aneurysm, Ruptured",345,125,213
"Radiotherapy, Adjuvant",594,309,214
"Rupture, Spontaneous",172,83,92
Orthodontic Appliances,87828,14165,61516
Femoral Fractures,50308,19770,19225
Surgical Wound Infection,8647,3101,4074
Jews,31639117,4448963,32323411
Oceanic Ancestry Group,108,41,472
Proteinuria,787093,336613,284673
Patient Simulation,19504,2623,8383
"Models, Econometric",503,36,303
"Reproductive Techniques, Assisted",52,22,142
Sick Role,14907,3085,9241
"Catheterization, Swan-Ganz",9,15,16
Psychiatric Status Rating Scales,271,18,748
Granuloma,410194,159799,151112
Neoplasms,1190104,427153,636386
Alveolar Process,25123,7594,6934
"Hepatitis B, Chronic",153,31,226
Knee Joint,1111711,220549,317788
London,173072932,15690407,135357243
Infarction,3877652,1496996,1772759
"Respiration, Artificial",309,32,467
Vascular Diseases,201431,57616,82372
"Biomarkers, Tumor",711,138,1231
Cross-Cultural Comparison,21146,2817,21648
"Infant, Premature, Diseases",36,7,118
Population Surveillance,8299,2006,5935
Radiation Dosage,21484,6662,10728
Football,135109377,13497120,84352566
Datasets as Topic,32,1,123
Muscarinic Antagonists,13474,5951,4447
Spinal Dysraphism,14979,4931,6073
Power Plants,6388769,482450,3935496
Pneumoencephalography,4616,1176,1575
Recombinant Proteins,284100,149371,96393
Ambulatory Care Facilities,8960,718,5873
Serotonin Uptake Inhibitors,3874,1040,2264
Catchment Area (Health),5,10,24
Pituitary Apoplexy,17169,5171,5858
Mitral Valve Insufficiency,6086,2256,2510
"Tumor Cells, Cultured",167,57,903
Cervical Intraepithelial Neoplasia,77185,30095,34540
Vasculitis,828152,237107,384769
Interleukin-1alpha,4459,2464,1441
Vomiting,9375863,908933,2911296
Sodium,25659947,4600178,7778373
Interleukins,139390,53551,46544
Adenoma,830013,344786,302324
Cerebrovascular Disorders,19570,6632,9125
"Dermatitis, Allergic Contact",2976,450,1483
Ureteral Calculi,13453,5839,4263
"Hospitals, Teaching",2922,284,2148
Republic of Korea,1327615,165959,1216593
North Carolina,29476986,2907042,24483100
Biopsy,7495260,2274283,2541946
Job Satisfaction,1817676,138572,588006
Waist Circumference,685870,246583,202619
Comprehension,9863211,836079,3371908
Luminescence,1060541,368221,383468
Polymyalgia Rheumatica,67377,8679,24026
Data Collection,9969351,1807562,4625112
Health Status Disparities,1113,170,768
House Calls,276500,20054,130981
Alpha-Globulins,540,277,206
Alcoholic Intoxication,12211,2545,4420
Vaginal Smears,11489,5747,5200
